seconds,worker,moves,phase,hard,objective,surrogate,soft,lecturerConflicts,groupConflicts,roomConflicts,groupTravel,lecturerTravel,abstractRoomOverflow,lecturerWindows,groupWindows,mixedOnlineDays
0.0640028,0,0,start,1093,8.38548e+07,8.38296e+07,2403,0,0,0,720,373,0,1683,481,239
0.0769029,1,0,start,1063,7.89105e+07,7.88927e+07,2325,0,0,0,693,370,0,1611,486,228
0.327119,0,19456,repair,776,2.96956e+08,2.96887e+08,7491,59,177,112,294,134,0,4147,3125,219
0.330791,1,18432,repair,740,2.87957e+08,2.87936e+08,7363,57,164,123,250,146,0,4094,3091,178
0.582237,0,35840,repair,661,2.71266e+08,2.7124e+08,7238,49,141,104,232,135,0,4076,2977,185
0.593209,1,34816,repair,623,2.75331e+08,2.7527e+08,7267,50,143,90,225,115,0,4069,3022,176
0.839738,0,52224,repair,556,2.59769e+08,2.59686e+08,7206,42,109,99,202,104,0,4151,2879,176
0.854796,1,51200,repair,537,2.3569e+08,2.35685e+08,6742,38,94,84,201,120,0,3767,2802,173
1.09905,0,68608,repair,443,2.61635e+08,2.6161e+08,7196,27,87,73,160,96,0,4113,2931,152
1.11718,1,67584,repair,425,2.66164e+08,2.66138e+08,7339,33,87,84,132,89,0,4264,2922,153
1.35652,0,86016,repair,374,2.30045e+08,2.29967e+08,6845,20,71,57,147,79,0,4003,2701,141
1.37194,1,87040,repair,346,2.39166e+08,2.39085e+08,6882,15,61,63,137,70,0,3896,2825,161
1.61794,0,102400,repair,316,2.03038e+08,2.03034e+08,6454,21,59,44,114,78,0,3789,2533,132
1.65052,1,106496,repair,296,1.80946e+08,1.80876e+08,6136,13,47,44,119,73,0,3608,2376,152
1.88313,0,118784,repair,258,1.92609e+08,1.92605e+08,6254,18,43,35,92,70,0,3636,2494,124
1.90066,1,121856,repair,239,1.88608e+08,1.88585e+08,6253,13,35,37,109,45,0,3659,2444,150
2.14042,0,135168,repair,201,1.742e+08,1.74179e+08,6036,6,38,30,80,47,0,3581,2330,125
2.15525,1,140288,repair,178,1.72195e+08,1.72173e+08,6027,7,35,38,66,32,0,3596,2306,125
2.39389,0,151552,repair,156,1.68098e+08,1.68031e+08,5998,4,14,17,84,37,0,3662,2235,101
2.4141,1,159744,repair,138,1.50543e+08,1.50479e+08,5677,5,23,27,60,23,0,3413,2137,127
2.65295,0,167936,repair,124,1.55663e+08,1.55602e+08,5726,5,15,19,56,29,0,3444,2187,95
2.66411,1,178176,repair,106,1.42798e+08,1.42756e+08,5479,6,17,15,43,25,0,3262,2109,108
2.91713,1,197632,repair,60,1.37646e+08,1.37589e+08,5419,3,10,13,24,10,0,3289,2040,90
2.91767,0,184320,repair,93,1.40516e+08,1.40471e+08,5468,4,9,10,39,31,0,3293,2070,105
3.16838,0,200704,repair,66,1.25802e+08,1.25783e+08,5233,3,17,7,18,21,0,3228,1915,90
3.17834,1,218112,repair,34,1.21506e+08,1.21506e+08,5186,1,5,6,17,5,0,3267,1843,76
3.43042,0,217088,repair,48,1.12676e+08,1.12676e+08,4984,3,8,4,19,14,0,3116,1787,81
3.43361,1,236544,repair,21,1.0722e+08,1.07202e+08,4867,1,3,0,8,9,0,3051,1739,77
3.69605,0,233472,repair,27,1.11258e+08,1.11258e+08,4954,0,7,5,10,5,0,3122,1766,66
3.69974,1,257024,repair,6,9.75886e+07,9.75739e+07,4664,0,0,0,5,1,0,2930,1650,84
3.9547,1,274432,repair,2,8.13955e+07,8.13801e+07,4272,0,0,0,2,0,0,2727,1485,60
3.96018,0,249856,repair,14,1.00841e+08,1.00827e+08,4700,0,1,3,7,3,0,2926,1701,73
4.21103,0,266240,repair,6,8.7188e+07,8.71856e+07,4443,0,2,0,3,1,0,2835,1530,78
4.21315,1,289792,repair,1,6.93194e+07,6.9278e+07,3993,0,0,0,1,0,0,2601,1330,62
4.4712,1,306176,repair,0,6.97308e+07,6.97039e+07,3994,0,0,0,0,0,0,2588,1344,62
4.47267,0,283648,repair,3,7.45443e+07,7.45443e+07,4163,0,0,1,0,2,0,2729,1363,71
4.72399,0,299008,windows,0,6.77136e+07,6.77116e+07,3972,0,0,0,0,0,0,2609,1295,68
4.72661,1,320512,windows,0,4.88321e+07,4.88321e+07,3357,0,0,0,0,0,0,2196,1110,51
4.97443,0,312320,windows,0,5.63226e+07,5.62973e+07,3633,0,0,0,0,0,0,2397,1172,64
4.98762,1,334848,windows,0,4.06164e+07,4.05865e+07,3086,0,0,0,0,0,0,2075,976,35
5.23122,0,325632,windows,0,4.65593e+07,4.65593e+07,3291,0,0,0,0,0,0,2157,1077,57
5.25609,1,347136,windows,0,3.52197e+07,3.52096e+07,2913,0,0,0,0,0,0,2007,867,39
5.49088,0,339968,windows,0,3.82309e+07,3.82294e+07,2980,0,0,0,0,0,0,1957,975,48
5.51153,1,361472,windows,0,3.01484e+07,3.0147e+07,2709,0,0,0,0,0,0,1866,796,47
5.75185,0,355328,windows,0,3.15617e+07,3.15334e+07,2718,0,0,0,0,0,0,1778,885,55
5.78107,1,376832,windows,0,2.58136e+07,2.58121e+07,2492,0,0,0,0,0,0,1677,764,51
6.02618,0,369664,windows,0,2.70928e+07,2.70928e+07,2544,0,0,0,0,0,0,1727,779,38
6.04051,1,388096,windows,0,2.1775e+07,2.17675e+07,2258,0,0,0,0,0,0,1490,729,39
6.28359,0,377856,windows,0,2.4778e+07,2.4763e+07,2437,0,0,0,0,0,0,1637,752,48
6.32776,1,396288,windows,0,1.97413e+07,1.97404e+07,2167,0,0,0,0,0,0,1469,668,30
6.53472,0,388096,windows,0,2.22418e+07,2.2234e+07,2308,0,0,0,0,0,0,1562,707,39
6.5938,1,407552,windows,0,1.73325e+07,1.73314e+07,2038,0,0,0,0,0,0,1379,624,35
6.78919,0,404480,windows,0,1.77119e+07,1.76924e+07,2063,0,0,0,0,0,0,1397,629,37
6.8503,1,421888,windows,0,1.47337e+07,1.47274e+07,1879,0,0,0,0,0,0,1274,574,31
7.05053,0,420864,windows,0,1.47946e+07,1.47873e+07,1878,0,0,0,0,0,0,1270,579,29
7.10824,1,436224,windows,0,1.23483e+07,1.23383e+07,1739,0,0,0,0,0,0,1212,499,28
7.31582,0,437248,windows,0,1.25314e+07,1.25314e+07,1734,0,0,0,0,0,0,1185,524,25
7.37024,1,450560,windows,0,1.01213e+07,1.0115e+07,1567,0,0,0,0,0,0,1069,468,30
7.57924,0,454656,windows,0,1.04411e+07,1.04404e+07,1601,0,0,0,0,0,0,1131,449,21
7.63161,1,465920,windows,0,8.5707e+06,8.56569e+06,1445,0,0,0,0,0,0,1001,421,23
7.84252,0,471040,windows,0,8.34854e+06,8.33452e+06,1418,0,0,0,0,0,0,970,426,22
7.8918,1,482304,windows,0,7.31264e+06,7.3046e+06,1347,0,0,0,0,0,0,955,370,22
8.10689,0,485376,windows,0,7.12925e+06,7.12461e+06,1322,0,0,0,0,0,0,928,375,19
8.14703,1,495616,windows,0,6.41238e+06,6.41238e+06,1260,0,0,0,0,0,0,887,351,22
8.37398,0,501760,windows,0,6.08992e+06,6.08992e+06,1207,0,0,0,0,0,0,825,366,16
8.40005,1,510976,windows,0,5.4003e+06,5.39953e+06,1160,0,0,0,0,0,0,810,324,26
8.63737,0,517120,windows,0,5.29475e+06,5.28775e+06,1135,0,0,0,0,0,0,792,328,15
8.65441,1,523264,windows,0,4.58856e+06,4.58426e+06,1067,0,0,0,0,0,0,755,294,18
8.88954,0,531456,windows,0,4.16712e+06,4.16712e+06,1000,0,0,0,0,0,0,691,298,11
8.91605,1,537600,windows,0,3.87186e+06,3.87123e+06,981,0,0,0,0,0,0,685,275,21
