seconds,worker,moves,phase,hard,objective,surrogate,soft,lecturerConflicts,groupConflicts,roomConflicts,groupTravel,lecturerTravel,abstractRoomOverflow,lecturerWindows,groupWindows,mixedOnlineDays
0.0271451,0,0,start,512,1.82535e+07,1.8246e+07,1107,0,0,0,335,177,0,730,248,129
0.027921,1,0,start,541,2.00948e+07,2.009e+07,1126,0,0,0,359,182,0,779,237,110
0.284429,0,23552,repair,286,6.59198e+07,6.59198e+07,3609,14,49,55,112,56,0,2012,1471,126
0.285683,1,24576,repair,311,6.49745e+07,6.49422e+07,3599,19,70,46,121,55,0,2043,1438,118
0.540007,0,44032,repair,182,5.98807e+07,5.98711e+07,3439,8,33,29,74,38,0,1920,1420,99
0.542903,1,45056,repair,205,5.71127e+07,5.71127e+07,3354,23,37,49,57,39,0,1859,1391,104
0.793519,0,62464,repair,123,5.10256e+07,5.10134e+07,3251,6,18,25,48,26,0,1875,1281,95
0.801802,1,63488,repair,134,5.08216e+07,5.07927e+07,3213,13,27,15,60,19,0,1820,1294,99
1.05155,0,80896,repair,74,4.20958e+07,4.20703e+07,2968,3,11,13,29,18,0,1732,1157,79
1.05222,1,80896,repair,80,4.10751e+07,4.10411e+07,2956,1,11,12,41,15,0,1735,1131,90
1.30656,1,99328,repair,44,3.55593e+07,3.55282e+07,2779,0,5,6,16,17,0,1679,1031,69
1.31279,0,101376,repair,36,3.75636e+07,3.75403e+07,2849,1,3,7,20,5,0,1717,1064,68
1.56878,1,115712,repair,17,3.25537e+07,3.25319e+07,2659,0,2,3,8,4,0,1603,989,67
1.57014,0,119808,repair,19,2.68507e+07,2.68489e+07,2454,0,3,2,9,5,0,1525,869,60
1.82101,0,137216,repair,3,2.47167e+07,2.47152e+07,2361,0,0,0,2,1,0,1490,823,48
1.82477,1,133120,repair,7,2.38671e+07,2.38439e+07,2352,0,1,1,2,3,0,1516,784,52
2.08103,0,154624,repair,0,2.05951e+07,2.05802e+07,2158,0,0,0,0,0,0,1370,747,41
2.08292,1,152576,windows,0,1.82146e+07,1.81941e+07,2022,0,0,0,0,0,0,1274,709,39
2.33673,1,169984,windows,0,1.27811e+07,1.27754e+07,1729,0,0,0,0,0,0,1123,567,39
2.34265,0,171008,windows,0,1.29203e+07,1.29022e+07,1721,0,0,0,0,0,0,1108,581,32
2.60236,1,187392,windows,0,8.91828e+06,8.90839e+06,1464,0,0,0,0,0,0,984,450,30
2.60436,0,187392,windows,0,9.15224e+06,9.14662e+06,1464,0,0,0,0,0,0,963,474,27
2.85402,1,203776,windows,0,6.15312e+06,6.14854e+06,1203,0,0,0,0,0,0,799,384,20
2.86093,0,203776,windows,0,6.19344e+06,6.19344e+06,1209,0,0,0,0,0,0,810,381,18
3.11351,1,219136,windows,0,4.5104e+06,4.5104e+06,1055,0,0,0,0,0,0,731,302,22
3.11701,0,220160,windows,0,4.54094e+06,4.53734e+06,1053,0,0,0,0,0,0,720,311,22
3.37156,1,235520,windows,0,3.33557e+06,3.33557e+06,903,0,0,0,0,0,0,618,266,19
3.3749,0,237568,windows,0,3.31964e+06,3.31133e+06,907,0,0,0,0,0,0,625,260,22
3.62806,0,253952,windows,0,2.55744e+06,2.55744e+06,791,0,0,0,0,0,0,539,234,18
3.62966,1,251904,windows,0,2.63551e+06,2.63495e+06,796,0,0,0,0,0,0,530,247,19
3.88727,0,270336,windows,0,1.9116e+06,1.90484e+06,682,0,0,0,0,0,0,467,202,13
3.88816,1,267264,windows,0,1.9899e+06,1.98332e+06,694,0,0,0,0,0,0,459,215,20
4.14037,0,286720,windows,0,1.33679e+06,1.33484e+06,572,0,0,0,0,0,0,390,169,13
4.14447,1,283648,windows,0,1.3674e+06,1.3674e+06,576,0,0,0,0,0,0,385,176,15
4.3917,0,303104,windows,0,972320,970209,496,0,0,0,0,0,0,352,132,12
4.40167,1,300032,windows,0,1.02762e+06,1.02723e+06,505,0,0,0,0,0,0,347,145,13
4.65349,1,316416,windows,0,763055,760760,439,0,0,0,0,0,0,315,115,9
4.65836,0,320512,windows,0,737435,737435,428,0,0,0,0,0,0,299,120,9
4.9159,0,336896,windows,0,576020,572294,375,0,0,0,0,0,0,256,111,8
4.91665,1,333824,windows,0,568325,566729,377,0,0,0,0,0,0,261,106,10
5.1757,0,353280,windows,0,378335,377099,307,0,0,0,0,0,0,219,83,5
5.17936,1,350208,windows,0,389720,387925,312,0,0,0,0,0,0,212,90,10
5.42742,0,369664,windows,0,278395,278252,258,0,0,0,0,0,0,173,80,5
5.44231,1,368640,windows,0,277780,276549,265,0,0,0,0,0,0,176,77,12
5.69269,0,387072,windows,0,210400,209125,228,0,0,0,0,0,0,160,64,4
5.69666,1,388096,windows,0,210370,209581,233,0,0,0,0,0,0,158,64,11
5.95179,0,404480,windows,0,150510,149791,197,0,0,0,0,0,0,144,48,5
5.95221,1,407552,windows,0,162035,162035,204,0,0,0,0,0,0,135,58,11
6.20528,0,420864,windows,0,104530,103592,162,0,0,0,0,0,0,116,43,3
6.20829,1,425984,windows,0,116030,114955,169,0,0,0,0,0,0,104,54,11
6.45756,0,437248,windows,0,81910,81338.8,142,0,0,0,0,0,0,98,41,3
6.46717,1,446464,windows,0,91360,91067.5,151,0,0,0,0,0,0,94,47,10
6.71477,0,454656,windows,0,63995,63448.8,128,0,0,0,0,0,0,93,32,3
6.72959,1,466944,windows,0,68875,68612.5,132,0,0,0,0,0,0,83,40,9
6.97959,0,472064,windows,0,53645,53037.5,117,0,0,0,0,0,0,87,28,2
6.98289,1,487424,windows,0,53105,52370,114,0,0,0,0,0,0,69,37,8
7.23431,1,505856,windows,0,45715,45391.2,106,0,0,0,0,0,0,65,34,7
7.24013,0,488448,windows,0,43735,43341.2,105,0,0,0,0,0,0,79,25,1
7.49164,0,504832,windows,0,32675,32200,90,0,0,0,0,0,0,65,24,1
7.49414,1,525312,windows,0,41135,41135,99,0,0,0,0,0,0,61,33,5
7.75459,0,521216,windows,0,28930,28930,85,0,0,0,0,0,0,62,22,1
7.75617,1,542720,windows,0,38575,38271.2,97,0,0,0,0,0,0,61,31,5
8.01623,0,538624,windows,0,25670,25381.2,80,0,0,0,0,0,0,58,21,1
8.01942,1,562176,windows,0,35095,35095,91,0,0,0,0,0,0,55,31,5
8.27913,0,556032,windows,0,22375,22375,75,0,0,0,0,0,0,55,19,1
8.28371,1,579584,windows,0,25750,25358.8,80,0,0,0,0,0,0,50,25,5
8.53515,1,595968,windows,0,22125,21650,73,0,0,0,0,0,0,45,24,4
8.54001,0,573440,windows,0,18770,18395,68,0,0,0,0,0,0,48,19,1
