seconds,worker,moves,phase,hard,objective,surrogate,soft,lecturerConflicts,groupConflicts,roomConflicts,groupTravel,lecturerTravel,abstractRoomOverflow,lecturerWindows,groupWindows,mixedOnlineDays
0.0643545,1,0,start,1077,7.68567e+07,7.68402e+07,2157,0,0,0,670,407,0,1487,454,216
0.0678148,0,0,start,1044,7.51076e+07,7.51e+07,2274,0,0,0,649,395,0,1539,496,239
0.321925,1,22528,repair,724,2.84668e+08,2.84643e+08,7373,51,165,130,241,137,0,4173,3045,155
0.32953,0,20480,repair,715,2.86258e+08,2.86171e+08,7441,55,153,133,252,122,0,4227,3040,174
0.581136,0,36864,repair,610,2.62288e+08,2.62283e+08,7154,36,140,100,223,111,0,4099,2907,148
0.583728,1,43008,repair,582,2.57961e+08,2.57956e+08,7054,46,114,100,211,111,0,3963,2924,167
0.832803,0,52224,repair,528,2.33131e+08,2.33071e+08,6729,30,112,94,191,101,0,3813,2770,146
0.841428,1,63488,repair,467,2.36889e+08,2.3683e+08,6858,36,97,88,159,87,0,3961,2768,129
1.08669,0,68608,repair,423,2.34482e+08,2.34424e+08,6939,27,96,88,135,77,0,4081,2709,149
1.09702,1,84992,repair,355,2.19791e+08,2.19768e+08,6670,20,66,66,130,73,0,3887,2654,129
1.34139,0,87040,repair,341,2.22736e+08,2.22682e+08,6728,18,54,66,120,83,0,3916,2672,140
1.35148,1,106496,repair,274,2.02908e+08,2.02858e+08,6476,12,47,39,115,61,0,3843,2517,116
1.59685,0,104448,repair,281,2.07813e+08,2.07739e+08,6507,8,47,46,99,81,0,3803,2579,125
1.60714,1,125952,repair,226,1.74521e+08,1.74474e+08,5979,12,37,36,96,45,0,3527,2353,99
1.85255,0,121856,repair,230,1.88242e+08,1.88194e+08,6246,12,37,31,87,63,0,3673,2438,135
1.85818,1,145408,repair,164,1.54123e+08,1.54123e+08,5660,11,29,24,64,36,0,3366,2197,97
2.10457,0,139264,repair,175,1.86212e+08,1.86194e+08,6188,11,34,26,72,32,0,3614,2446,128
2.11019,1,164864,repair,120,1.48405e+08,1.48343e+08,5638,10,24,12,59,15,0,3424,2110,104
2.36603,0,156672,repair,143,1.47213e+08,1.47193e+08,5582,7,23,25,54,34,0,3354,2123,105
2.37746,1,185344,repair,84,1.34953e+08,1.34953e+08,5304,8,12,7,38,19,0,3159,2057,88
2.62253,0,173056,repair,108,1.41079e+08,1.41062e+08,5462,3,13,21,42,29,0,3271,2085,106
2.63868,1,204800,repair,48,1.28577e+08,1.28539e+08,5313,2,3,5,31,7,0,3337,1906,70
