seconds,worker,moves,phase,hard,objective,surrogate,soft,lecturerConflicts,groupConflicts,roomConflicts,groupTravel,lecturerTravel,abstractRoomOverflow,lecturerWindows,groupWindows,mixedOnlineDays
0.0551536,0,0,start,1092,8.12804e+07,8.12659e+07,2283,0,0,0,706,386,0,1608,459,216
0.0627968,1,0,start,1111,8.33816e+07,8.33669e+07,2294,0,0,0,708,403,0,1578,489,227
0.312585,0,21504,repair,755,2.83236e+08,2.83154e+08,7268,58,172,123,256,146,0,3988,3081,199
0.322267,1,21504,repair,758,3.19084e+08,3.19078e+08,7780,66,161,151,254,126,0,4351,3251,178
0.567145,0,43008,repair,599,2.68969e+08,2.68949e+08,7242,45,123,110,202,119,0,4076,2975,191
0.578994,1,44032,repair,587,2.87928e+08,2.8784e+08,7420,41,124,101,217,104,0,4128,3114,178
0.831578,0,63488,repair,474,2.58701e+08,2.58639e+08,7226,43,83,103,178,67,0,4198,2872,156
0.84337,1,64512,repair,475,2.51805e+08,2.5178e+08,7116,28,83,101,170,93,0,4098,2846,172
1.08276,0,82944,repair,380,2.24966e+08,2.24893e+08,6732,25,79,59,137,80,0,3885,2697,150
1.09577,1,81920,repair,403,2.14254e+08,2.14202e+08,6542,16,85,69,135,98,0,3769,2635,138
1.33998,0,100352,repair,318,1.98291e+08,1.98268e+08,6371,19,54,45,138,62,0,3706,2513,152
1.34838,1,99328,repair,340,1.90742e+08,1.90693e+08,6249,15,63,49,136,77,0,3645,2457,147
1.59378,0,117760,repair,251,1.94516e+08,1.94462e+08,6353,13,35,46,98,59,0,3754,2470,129
1.60431,1,116736,repair,260,2.10072e+08,2.10069e+08,6538,11,42,45,102,60,0,3830,2595,113
1.85046,0,134144,repair,195,1.91682e+08,1.91682e+08,6384,13,34,39,69,40,0,3842,2414,128
1.85538,1,133120,repair,209,1.87766e+08,1.87716e+08,6130,9,32,31,94,43,0,3540,2486,104
2.1072,0,152576,repair,155,1.65832e+08,1.65829e+08,5956,9,25,23,59,39,0,3583,2242,131
2.1179,1,151552,repair,168,1.58926e+08,1.58882e+08,5771,6,31,25,71,35,0,3449,2218,104
2.3687,1,168960,repair,137,1.47691e+08,1.47644e+08,5527,6,21,16,65,29,0,3249,2168,110
2.37251,0,169984,repair,122,1.53137e+08,1.53089e+08,5672,6,21,18,45,32,0,3355,2191,126
2.62744,1,185344,repair,103,1.29028e+08,1.29028e+08,5320,4,17,10,42,30,0,3296,1925,99
2.62938,0,187392,repair,91,1.37932e+08,1.37929e+08,5496,4,18,11,41,17,0,3392,1998,106
2.88672,0,203776,repair,56,1.30884e+08,1.30865e+08,5353,2,10,5,23,16,0,3328,1939,86
2.89259,1,200704,repair,65,1.26287e+08,1.26249e+08,5323,5,12,12,25,11,0,3351,1867,105
3.14423,0,220160,repair,39,1.16159e+08,1.16107e+08,5040,0,4,6,14,15,0,3110,1837,93
3.14769,1,217088,repair,43,1.2316e+08,1.2316e+08,5190,0,4,6,21,12,0,3206,1890,94
3.40021,0,235520,repair,23,1.09962e+08,1.09909e+08,4925,0,2,3,10,8,0,3073,1768,84
3.4067,1,236544,repair,27,1.04535e+08,1.04501e+08,4791,1,3,1,16,6,0,2982,1730,79
3.6528,0,249856,repair,13,1.02043e+08,1.01992e+08,4751,0,1,1,7,4,0,2975,1697,79
3.66329,1,256000,repair,12,9.74912e+07,9.74767e+07,4655,0,1,0,9,2,0,2915,1655,85
3.90632,0,267264,repair,7,9.89963e+07,9.8946e+07,4686,0,1,4,1,1,0,2943,1666,77
3.91447,1,275456,repair,3,7.90318e+07,7.90155e+07,4256,0,0,1,1,1,0,2719,1446,91
4.16426,0,284672,repair,3,7.32932e+07,7.32919e+07,4118,0,0,1,1,1,0,2734,1339,45
4.17662,1,295936,windows,0,6.31037e+07,6.30767e+07,3841,0,0,0,0,0,0,2522,1248,71
4.41433,0,301056,repair,1,6.43562e+07,6.43165e+07,3840,0,0,0,0,1,0,2504,1283,53
4.42783,1,314368,windows,0,5.0675e+07,5.06636e+07,3459,0,0,0,0,0,0,2281,1107,71
4.67978,1,331776,windows,0,3.96013e+07,3.95897e+07,3043,0,0,0,0,0,0,2010,983,50
4.67989,0,317440,windows,0,5.39147e+07,5.39147e+07,3531,0,0,0,0,0,0,2352,1145,34
4.93488,0,331776,windows,0,4.33476e+07,4.33264e+07,3203,0,0,0,0,0,0,2164,997,42
4.94302,1,349184,windows,0,3.18316e+07,3.183e+07,2741,0,0,0,0,0,0,1813,875,53
5.19046,0,346112,windows,0,3.55512e+07,3.55234e+07,2898,0,0,0,0,0,0,1956,905,37
5.19668,1,365568,windows,0,2.64049e+07,2.63807e+07,2495,0,0,0,0,0,0,1668,789,38
5.4512,0,360448,windows,0,3.01451e+07,3.01272e+07,2661,0,0,0,0,0,0,1785,842,34
5.45144,1,380928,windows,0,2.26708e+07,2.26555e+07,2336,0,0,0,0,0,0,1591,706,39
5.70322,0,373760,windows,0,2.61031e+07,2.60939e+07,2467,0,0,0,0,0,0,1643,793,31
5.71618,1,398336,windows,0,1.80095e+07,1.79958e+07,2076,0,0,0,0,0,0,1408,635,33
5.95646,0,387072,windows,0,2.27925e+07,2.27838e+07,2329,0,0,0,0,0,0,1595,709,25
5.97883,1,416768,windows,0,1.44449e+07,1.44387e+07,1851,0,0,0,0,0,0,1248,576,27
6.20934,0,400384,windows,0,1.87787e+07,1.87584e+07,2107,0,0,0,0,0,0,1419,659,29
6.23738,1,432128,windows,0,1.23289e+07,1.23228e+07,1741,0,0,0,0,0,0,1232,486,23
6.46245,0,413696,windows,0,1.596e+07,1.59593e+07,1951,0,0,0,0,0,0,1335,593,23
6.49995,1,446464,windows,0,1.06276e+07,1.06276e+07,1602,0,0,0,0,0,0,1117,468,17
6.71657,0,428032,windows,0,1.36166e+07,1.36166e+07,1820,0,0,0,0,0,0,1277,522,21
6.75602,1,460800,windows,0,9.01742e+06,9.00365e+06,1480,0,0,0,0,0,0,1025,433,22
6.97186,0,441344,windows,0,1.19848e+07,1.19788e+07,1715,0,0,0,0,0,0,1200,488,27
7.00695,1,474112,windows,0,7.56388e+06,7.5509e+06,1370,0,0,0,0,0,0,975,374,21
7.23568,0,454656,windows,0,1.04413e+07,1.04413e+07,1601,0,0,0,0,0,0,1126,452,23
7.27452,1,490496,windows,0,6.49608e+06,6.49608e+06,1261,0,0,0,0,0,0,879,362,20
7.49717,0,466944,windows,0,8.87995e+06,8.87475e+06,1475,0,0,0,0,0,0,1040,416,19
7.53845,1,504832,windows,0,5.60528e+06,5.59374e+06,1169,0,0,0,0,0,0,803,344,22
7.76051,0,480256,windows,0,7.54139e+06,7.54139e+06,1367,0,0,0,0,0,0,976,372,19
7.81172,1,518144,windows,0,4.928e+06,4.9217e+06,1099,0,0,0,0,0,0,766,315,18
8.02249,0,488448,windows,0,6.9701e+06,6.96292e+06,1315,0,0,0,0,0,0,936,359,20
8.06716,1,526336,windows,0,4.4258e+06,4.41563e+06,1040,0,0,0,0,0,0,720,302,18
8.27322,0,495616,windows,0,6.4162e+06,6.40948e+06,1264,0,0,0,0,0,0,911,336,17
8.32365,1,535552,windows,0,3.90952e+06,3.90404e+06,982,0,0,0,0,0,0,693,274,15
8.53035,0,509952,windows,0,5.50028e+06,5.49575e+06,1162,0,0,0,0,0,0,824,324,14
8.57589,1,549888,windows,0,3.27138e+06,3.26784e+06,899,0,0,0,0,0,0,643,245,11
8.78812,0,524288,windows,0,4.7784e+06,4.77403e+06,1090,0,0,0,0,0,0,780,294,16
8.84167,1,564224,windows,0,2.79604e+06,2.79604e+06,824,0,0,0,0,0,0,583,234,7
9.05213,0,538624,windows,0,3.72434e+06,3.71893e+06,954,0,0,0,0,0,0,671,271,12
9.10323,1,581632,windows,0,2.31422e+06,2.31405e+06,748,0,0,0,0,0,0,527,215,6
9.31244,0,552960,windows,0,3.08184e+06,3.07405e+06,873,0,0,0,0,0,0,633,232,8
9.3563,1,598016,windows,0,1.85027e+06,1.8464e+06,671,0,0,0,0,0,0,468,194,9
9.57942,0,568320,windows,0,2.6083e+06,2.6083e+06,803,0,0,0,0,0,0,583,213,7
9.6127,1,614400,windows,0,1.44606e+06,1.4439e+06,602,0,0,0,0,0,0,433,159,10
9.84387,0,583680,windows,0,2.21954e+06,2.21954e+06,748,0,0,0,0,0,0,559,181,8
9.8778,1,631808,windows,0,1.20576e+06,1.20061e+06,551,0,0,0,0,0,0,397,144,10
10.1046,0,598016,windows,0,1.80541e+06,1.80129e+06,662,0,0,0,0,0,0,460,193,9
10.1381,1,650240,windows,0,1.00596e+06,1.00596e+06,502,0,0,0,0,0,0,359,134,9
10.3569,0,611328,windows,0,1.42706e+06,1.4234e+06,592,0,0,0,0,0,0,413,169,10
10.3889,1,666624,windows,0,779230,779028,441,0,0,0,0,0,0,316,118,7
10.6102,0,626688,windows,0,1.17836e+06,1.1754e+06,542,0,0,0,0,0,0,384,148,10
10.6408,1,679936,windows,0,639170,637771,396,0,0,0,0,0,0,280,111,5
10.866,0,644096,windows,0,978110,978110,497,0,0,0,0,0,0,360,128,9
10.9089,1,694272,windows,0,527740,525432,357,0,0,0,0,0,0,244,107,6
11.1195,0,661504,windows,0,818230,813904,456,0,0,0,0,0,0,326,119,11
11.1665,1,708608,windows,0,458050,456749,334,0,0,0,0,0,0,232,97,5
11.3801,0,679936,windows,0,577790,576391,383,0,0,0,0,0,0,280,96,7
11.4225,1,722944,windows,0,399845,399672,317,0,0,0,0,0,0,227,84,6
11.6328,0,698368,windows,0,485750,484135,352,0,0,0,0,0,0,266,81,5
11.6733,1,737280,windows,0,293170,292321,261,0,0,0,0,0,0,170,86,5
11.8898,0,716800,windows,0,395420,392596,314,0,0,0,0,0,0,222,86,6
11.9236,1,751616,windows,0,227080,226109,236,0,0,0,0,0,0,160,70,6
12.1518,0,735232,windows,0,305065,304071,276,0,0,0,0,0,0,199,73,4
12.1846,1,770048,windows,0,190370,190168,218,0,0,0,0,0,0,148,63,7
12.4038,0,751616,windows,0,232240,231249,242,0,0,0,0,0,0,176,62,4
12.4397,1,787456,windows,0,163225,161304,202,0,0,0,0,0,0,143,55,4
12.6685,0,770048,windows,0,185590,184495,216,0,0,0,0,0,0,158,55,3
12.696,1,802816,windows,0,139550,139468,181,0,0,0,0,0,0,120,58,3
12.9195,0,788480,windows,0,158315,157320,200,0,0,0,0,0,0,147,50,3
12.9564,1,817152,windows,0,101505,99883.8,154,0,0,0,0,0,0,99,51,4
13.1748,0,806912,windows,0,121540,120921,175,0,0,0,0,0,0,124,47,4
13.2189,1,831488,windows,0,85910,85012.5,146,0,0,0,0,0,0,102,41,3
13.4265,0,825344,windows,0,81275,80781.2,142,0,0,0,0,0,0,99,40,3
13.4725,1,848896,windows,0,71945,71398.8,132,0,0,0,0,0,0,87,41,4
13.6872,0,843776,windows,0,64375,64375,127,0,0,0,0,0,0,89,35,3
13.7355,1,868352,windows,0,58390,58307.5,120,0,0,0,0,0,0,82,35,3
13.9453,0,861184,windows,0,56115,55520,120,0,0,0,0,0,0,87,30,3
13.9905,1,885760,windows,0,45020,43963.8,102,0,0,0,0,0,0,66,34,2
14.2109,0,878592,windows,0,48470,48470,112,0,0,0,0,0,0,82,27,3
14.245,1,903168,windows,0,41120,40452.5,99,0,0,0,0,0,0,66,31,2
14.4665,0,893952,windows,0,30620,29826.2,87,0,0,0,0,0,0,60,25,2
14.5103,1,919552,windows,0,38560,37583.8,95,0,0,0,0,0,0,62,31,2
14.7189,0,911360,windows,0,26765,26765,81,0,0,0,0,0,0,55,24,2
14.7738,1,937984,windows,0,35545,35492.5,92,0,0,0,0,0,0,61,29,2
14.9753,0,927744,windows,0,24745,24745,78,0,0,0,0,0,0,53,23,2
15.0274,1,954368,windows,0,28675,28401.2,82,0,0,0,0,0,0,55,26,1
15.2303,0,945152,windows,0,22300,22051.2,74,0,0,0,0,0,0,50,22,2
15.2794,1,972800,windows,0,22615,22615,73,0,0,0,0,0,0,49,23,1
15.4808,0,962560,windows,0,17645,17290,67,0,0,0,0,0,0,47,18,2
15.5359,1,991232,windows,0,22130,21655,71,0,0,0,0,0,0,46,24,1
15.7398,0,980992,windows,0,14485,14485,61,0,0,0,0,0,0,43,16,2
15.7956,1,1010688,windows,0,19855,19855,67,0,0,0,0,0,0,43,23,1
15.9929,0,998400,windows,0,13505,13311.2,58,0,0,0,0,0,0,39,17,2
16.0499,1,1029120,windows,0,17275,17252.5,64,0,0,0,0,0,0,43,20,1
16.2458,0,1015808,windows,0,12845,12651.2,57,0,0,0,0,0,0,39,16,2
16.3018,1,1046528,windows,0,15635,15217.5,60,0,0,0,0,0,0,39,20,1
