seconds,worker,moves,phase,hard,objective,surrogate,soft,lecturerConflicts,groupConflicts,roomConflicts,groupTravel,lecturerTravel,abstractRoomOverflow,lecturerWindows,groupWindows,mixedOnlineDays
0.0654138,1,0,start,1079,7.84116e+07,7.83954e+07,2240,0,0,0,671,408,0,1541,479,220
0.0667063,0,0,start,1080,7.69327e+07,7.69191e+07,2134,0,0,0,671,409,0,1444,477,213
0.322693,0,18432,repair,768,2.91799e+08,2.91794e+08,7456,50,184,131,267,136,0,4215,3073,168
0.326126,1,18432,repair,770,2.83744e+08,2.83739e+08,7337,57,177,154,251,131,0,4102,3050,185
0.586615,1,33792,repair,646,2.69689e+08,2.69662e+08,7330,48,134,102,223,139,0,4247,2908,175
0.586765,0,36864,repair,632,2.67185e+08,2.67106e+08,7289,41,113,115,236,127,0,4205,2904,180
0.838513,1,50176,repair,549,2.42946e+08,2.42926e+08,6938,37,109,105,203,95,0,3979,2795,164
0.842007,0,54272,repair,523,2.57267e+08,2.57242e+08,7157,37,118,98,181,89,0,4110,2881,166
1.09118,1,65536,repair,445,2.53077e+08,2.52999e+08,7046,33,100,85,145,82,0,3976,2907,163
1.10314,0,71680,repair,423,2.39972e+08,2.39947e+08,6960,33,97,79,128,86,0,4051,2771,138
1.34321,1,81920,repair,386,2.11761e+08,2.11761e+08,6592,19,79,74,131,83,0,3864,2580,148
1.3566,0,88064,repair,363,2.11533e+08,2.11533e+08,6446,24,60,61,145,73,0,3670,2651,125
1.59739,1,97280,repair,320,2.07889e+08,2.07865e+08,6495,12,66,53,126,63,0,3760,2589,146
1.61224,0,104448,repair,309,1.90638e+08,1.90585e+08,6212,10,41,51,144,63,0,3623,2469,120
1.84921,1,112640,repair,275,1.85547e+08,1.85476e+08,6245,16,45,43,117,54,0,3726,2384,135
1.86809,0,120832,repair,259,1.71967e+08,1.71945e+08,6001,7,52,40,107,53,0,3556,2307,138
2.10718,1,128000,repair,205,2.02416e+08,2.02396e+08,6526,8,37,41,79,40,0,3876,2507,143
2.13251,0,137216,repair,189,1.7598e+08,1.75933e+08,6040,13,37,31,70,38,0,3540,2366,134
2.36651,1,144384,repair,175,1.69862e+08,1.69798e+08,6022,9,27,28,71,40,0,3637,2264,121
2.38493,0,153600,repair,148,1.67736e+08,1.6767e+08,5981,7,15,27,66,33,0,3623,2249,109
2.61803,1,159744,repair,135,1.66611e+08,1.66562e+08,5932,9,10,24,56,36,0,3562,2262,108
2.63944,0,169984,repair,125,1.45642e+08,1.45639e+08,5554,5,16,21,54,29,0,3360,2104,90
2.87814,1,175104,repair,116,1.38063e+08,1.3806e+08,5432,3,13,11,65,24,0,3290,2039,103
2.90584,0,185344,repair,92,1.35581e+08,1.35541e+08,5389,1,15,12,45,19,0,3260,2023,106
3.14221,1,191488,repair,71,1.48642e+08,1.48583e+08,5579,9,13,15,23,11,0,3334,2153,92
3.16301,0,199680,repair,55,1.36264e+08,1.36204e+08,5419,0,12,9,20,14,0,3291,2021,107
3.39686,1,206848,repair,58,1.19831e+08,1.19831e+08,5154,2,8,10,29,9,0,3247,1828,79
