seconds,worker,moves,phase,hard,objective,surrogate,soft,lecturerConflicts,groupConflicts,roomConflicts,groupTravel,lecturerTravel,abstractRoomOverflow,lecturerWindows,groupWindows,mixedOnlineDays
0.0533227,1,0,start,987,6.5084e+07,6.50701e+07,1994,0,0,0,631,356,0,1394,370,230
0.0576494,0,0,start,1003,6.56687e+07,6.56622e+07,1932,0,0,0,632,371,0,1341,375,216
0.304354,1,23552,repair,626,2.6027e+08,2.60205e+08,6926,47,135,126,198,120,0,3748,3008,170
0.309883,0,20480,repair,658,2.6497e+08,2.6491e+08,7092,48,143,130,218,119,0,3972,2968,152
0.562462,1,46080,repair,504,2.19226e+08,2.19208e+08,6492,38,111,82,179,94,0,3635,2709,148
0.566305,0,38912,repair,538,2.35571e+08,2.35509e+08,6787,40,126,84,190,98,0,3824,2783,180
0.81551,1,67584,repair,369,2.2779e+08,2.27731e+08,6726,21,79,82,108,79,0,3838,2745,143
0.825383,0,57344,repair,433,2.29408e+08,2.29334e+08,6709,31,88,90,144,80,0,3794,2764,151
1.07881,1,87040,repair,314,1.80449e+08,1.80427e+08,6126,19,69,59,105,62,0,3649,2359,118
1.08046,0,75776,repair,351,1.87628e+08,1.87623e+08,6162,20,63,80,119,69,0,3560,2460,142
1.33035,1,103424,repair,261,1.60661e+08,1.60657e+08,5713,16,46,41,100,58,0,3332,2271,110
1.34487,0,94208,repair,276,1.88395e+08,1.88373e+08,6200,16,54,52,103,51,0,3599,2463,138
1.58282,1,119808,repair,204,1.66497e+08,1.6648e+08,5786,14,35,35,76,44,0,3320,2345,121
1.6092,0,113664,repair,212,1.69553e+08,1.69489e+08,5799,20,28,35,72,57,0,3316,2379,104
1.84167,1,140288,repair,142,1.56936e+08,1.56917e+08,5640,10,24,21,56,31,0,3278,2263,99
1.86553,0,133120,repair,155,1.51653e+08,1.51608e+08,5690,11,23,31,64,26,0,3472,2128,90
2.09768,1,160768,repair,104,1.23805e+08,1.23764e+08,5109,6,19,18,38,23,0,3067,1953,89
2.11692,0,147456,repair,122,1.40894e+08,1.40852e+08,5439,8,17,26,49,22,0,3273,2083,83
2.34942,1,179200,repair,67,1.23088e+08,1.23086e+08,5093,6,13,6,26,16,0,3056,1950,87
2.36936,0,162816,repair,101,1.12822e+08,1.12807e+08,4889,8,18,16,38,21,0,2960,1852,77
2.6022,1,198656,repair,35,1.10402e+08,1.10402e+08,4896,2,5,7,12,9,0,3020,1797,79
2.62031,0,179200,repair,60,1.2352e+08,1.23479e+08,5141,2,10,8,27,13,0,3142,1922,77
2.86552,1,217088,repair,20,9.1771e+07,9.17691e+07,4468,0,2,5,6,7,0,2775,1630,63
2.87602,0,194560,repair,39,1.12347e+08,1.1231e+08,4837,3,9,10,10,7,0,2885,1878,74
3.12721,1,236544,repair,13,7.51232e+07,7.51217e+07,4089,1,1,2,3,6,0,2602,1435,52
3.13648,0,211968,repair,17,1.00641e+08,1.00607e+08,4631,1,4,6,6,0,0,2827,1740,64
3.38061,1,254976,repair,6,6.66569e+07,6.66295e+07,3901,0,0,1,2,3,0,2553,1304,44
3.39901,0,228352,repair,14,7.97047e+07,7.97026e+07,4224,0,2,3,9,0,0,2676,1479,69
3.64978,1,270336,repair,1,5.73277e+07,5.73263e+07,3659,0,0,0,1,0,0,2441,1172,46
3.65359,0,243712,repair,6,7.29282e+07,7.29152e+07,4067,0,0,1,5,0,0,2607,1393,67
3.90705,1,285696,repair,1,4.8317e+07,4.83159e+07,3359,0,0,0,1,0,0,2253,1070,36
3.91851,0,261120,repair,3,6.12319e+07,6.12319e+07,3772,0,0,1,1,1,0,2485,1230,57
4.16277,1,303104,repair,1,4.02702e+07,4.02506e+07,3062,0,0,1,0,0,0,2047,982,33
4.16915,0,279552,repair,2,4.88502e+07,4.88377e+07,3360,0,0,1,0,1,0,2203,1107,50
4.4186,1,320512,windows,0,3.49896e+07,3.49711e+07,2849,0,0,0,0,0,0,1891,924,34
4.42434,0,297984,windows,0,4.1531e+07,4.15092e+07,3106,0,0,0,0,0,0,2038,1017,51
4.68129,1,336896,windows,0,2.791e+07,2.78851e+07,2547,0,0,0,0,0,0,1687,826,34
4.68613,0,315392,windows,0,3.40172e+07,3.39983e+07,2846,0,0,0,0,0,0,1924,879,43
4.94478,1,352256,windows,0,2.28574e+07,2.28484e+07,2343,0,0,0,0,0,0,1609,703,31
4.95034,0,330752,windows,0,2.74706e+07,2.74542e+07,2561,0,0,0,0,0,0,1755,776,30
5.20963,1,368640,windows,0,1.88905e+07,1.88825e+07,2132,0,0,0,0,0,0,1486,626,20
5.21036,0,347136,windows,0,2.1819e+07,2.18183e+07,2288,0,0,0,0,0,0,1581,682,25
5.464,1,385024,windows,0,1.58675e+07,1.58608e+07,1940,0,0,0,0,0,0,1334,590,16
5.47146,0,361472,windows,0,1.83719e+07,1.83712e+07,2091,0,0,0,0,0,0,1433,636,22
5.71537,1,398336,windows,0,1.30586e+07,1.30483e+07,1777,0,0,0,0,0,0,1248,513,16
5.72878,0,375808,windows,0,1.60096e+07,1.59908e+07,1983,0,0,0,0,0,0,1407,552,24
5.97534,1,412672,windows,0,1.0798e+07,1.07975e+07,1592,0,0,0,0,0,0,1080,498,14
5.99223,0,390144,windows,0,1.3634e+07,1.3627e+07,1822,0,0,0,0,0,0,1280,521,21
6.23165,1,427008,windows,0,9.20672e+06,9.20672e+06,1477,0,0,0,0,0,0,1002,457,18
6.24248,0,403456,windows,0,1.11311e+07,1.11207e+07,1607,0,0,0,0,0,0,1071,519,17
6.48257,1,441344,windows,0,7.97986e+06,7.97188e+06,1389,0,0,0,0,0,0,979,399,11
6.50348,0,417792,windows,0,9.33669e+06,9.33669e+06,1497,0,0,0,0,0,0,1038,444,15
6.73258,1,454656,windows,0,6.9792e+06,6.97197e+06,1309,0,0,0,0,0,0,933,362,14
6.76182,0,431104,windows,0,7.965e+06,7.95167e+06,1387,0,0,0,0,0,0,969,404,14
6.99225,1,467968,windows,0,5.65613e+06,5.64506e+06,1154,0,0,0,0,0,0,788,357,9
7.02804,0,445440,windows,0,6.63714e+06,6.63667e+06,1274,0,0,0,0,0,0,897,361,16
7.25241,1,480256,windows,0,4.7721e+06,4.76162e+06,1051,0,0,0,0,0,0,707,337,7
7.28198,0,458752,windows,0,5.77682e+06,5.77682e+06,1187,0,0,0,0,0,0,840,335,12
7.50824,1,493568,windows,0,4.09581e+06,4.09192e+06,1005,0,0,0,0,0,0,726,270,9
7.53624,0,471040,windows,0,4.64502e+06,4.64479e+06,1066,0,0,0,0,0,0,765,293,8
7.76042,1,506880,windows,0,3.52052e+06,3.52029e+06,933,0,0,0,0,0,0,678,247,8
7.79932,0,485376,windows,0,3.89496e+06,3.8894e+06,976,0,0,0,0,0,0,701,268,7
8.01702,1,520192,windows,0,3.05972e+06,3.05949e+06,867,0,0,0,0,0,0,622,237,8
8.05643,0,500736,windows,0,3.2344e+06,3.22622e+06,894,0,0,0,0,0,0,651,236,7
8.28746,1,533504,windows,0,2.52384e+06,2.52113e+06,780,0,0,0,0,0,0,541,230,9
