seconds,worker,moves,phase,hard,objective,surrogate,soft,lecturerConflicts,groupConflicts,roomConflicts,groupTravel,lecturerTravel,abstractRoomOverflow,lecturerWindows,groupWindows,mixedOnlineDays
0.0667011,1,0,start,987,6.5084e+07,6.50701e+07,1994,0,0,0,631,356,0,1394,370,230
0.0683507,0,0,start,1003,6.56687e+07,6.56622e+07,1932,0,0,0,632,371,0,1341,375,216
0.320818,0,20480,repair,790,3.28637e+08,3.28611e+08,7724,83,194,157,224,132,0,4159,3380,185
0.324048,1,19456,repair,787,2.99986e+08,2.99896e+08,7504,66,201,161,221,138,0,4139,3166,199
0.578726,1,41984,repair,770,3.35376e+08,3.35287e+08,7855,63,192,146,233,136,0,4267,3397,191
0.57942,0,39936,repair,783,3.38753e+08,3.38658e+08,7832,78,180,159,227,139,0,4213,3440,179
0.830841,1,63488,repair,754,3.46513e+08,3.46486e+08,8075,65,188,184,191,126,0,4458,3428,189
0.84059,0,60416,repair,768,3.58206e+08,3.58137e+08,8246,60,194,185,210,119,0,4574,3469,203
1.08849,1,87040,repair,754,3.46513e+08,3.46486e+08,8075,65,188,184,191,126,0,4458,3428,189
1.09295,0,79872,repair,768,3.58206e+08,3.58137e+08,8246,60,194,185,210,119,0,4574,3469,203
1.34303,0,98304,repair,768,3.58206e+08,3.58137e+08,8246,60,194,185,210,119,0,4574,3469,203
1.35007,1,109568,repair,754,3.46513e+08,3.46486e+08,8075,65,188,184,191,126,0,4458,3428,189
1.60477,1,132096,repair,754,3.46513e+08,3.46486e+08,8075,65,188,184,191,126,0,4458,3428,189
1.60542,0,116736,repair,768,3.58206e+08,3.58137e+08,8246,60,194,185,210,119,0,4574,3469,203
1.8576,0,135168,repair,768,3.58206e+08,3.58137e+08,8246,60,194,185,210,119,0,4574,3469,203
1.86325,1,153600,repair,754,3.46513e+08,3.46486e+08,8075,65,188,184,191,126,0,4458,3428,189
2.11727,0,153600,repair,768,3.58206e+08,3.58137e+08,8246,60,194,185,210,119,0,4574,3469,203
2.12207,1,175104,repair,754,3.46513e+08,3.46486e+08,8075,65,188,184,191,126,0,4458,3428,189
2.37322,1,195584,repair,754,3.46513e+08,3.46486e+08,8075,65,188,184,191,126,0,4458,3428,189
2.38048,0,171008,repair,768,3.58206e+08,3.58137e+08,8246,60,194,185,210,119,0,4574,3469,203
2.6248,1,214016,repair,754,3.46513e+08,3.46486e+08,8075,65,188,184,191,126,0,4458,3428,189
2.63115,0,187392,repair,768,3.58206e+08,3.58137e+08,8246,60,194,185,210,119,0,4574,3469,203
2.88869,1,233472,repair,754,3.46513e+08,3.46486e+08,8075,65,188,184,191,126,0,4458,3428,189
2.89137,0,208896,repair,768,3.58206e+08,3.58137e+08,8246,60,194,185,210,119,0,4574,3469,203
3.14991,1,247808,repair,754,3.46513e+08,3.46486e+08,8075,65,188,184,191,126,0,4458,3428,189
3.1513,0,230400,repair,768,3.58206e+08,3.58137e+08,8246,60,194,185,210,119,0,4574,3469,203
3.40517,0,250880,repair,768,3.58206e+08,3.58137e+08,8246,60,194,185,210,119,0,4574,3469,203
3.40771,1,264192,repair,754,3.46513e+08,3.46486e+08,8075,65,188,184,191,126,0,4458,3428,189
3.65854,0,269312,repair,768,3.58206e+08,3.58137e+08,8246,60,194,185,210,119,0,4574,3469,203
3.66156,1,283648,repair,754,3.46513e+08,3.46486e+08,8075,65,188,184,191,126,0,4458,3428,189
3.90868,0,288768,repair,768,3.58206e+08,3.58137e+08,8246,60,194,185,210,119,0,4574,3469,203
3.92021,1,304128,repair,754,3.46513e+08,3.46486e+08,8075,65,188,184,191,126,0,4458,3428,189
