seconds,worker,moves,phase,hard,objective,surrogate,soft,lecturerConflicts,groupConflicts,roomConflicts,groupTravel,lecturerTravel,abstractRoomOverflow,lecturerWindows,groupWindows,mixedOnlineDays
0.0654454,1,0,start,987,6.5084e+07,6.50701e+07,1994,0,0,0,631,356,0,1394,370,230
0.0677256,0,0,start,1003,6.56687e+07,6.56622e+07,1932,0,0,0,632,371,0,1341,375,216
0.32173,0,18432,repair,670,2.68825e+08,2.68825e+08,7089,42,136,156,221,115,0,3918,3017,154
0.330321,1,19456,repair,645,2.69014e+08,2.6899e+08,6974,62,147,108,212,116,0,3715,3083,176
0.583084,0,35840,repair,559,2.38623e+08,2.38548e+08,6847,31,126,95,198,109,0,3887,2784,176
0.589248,1,36864,repair,549,2.36508e+08,2.36484e+08,6775,31,120,98,196,104,0,3799,2798,178
0.839691,1,53248,repair,455,2.28219e+08,2.28159e+08,6590,30,103,70,164,88,0,3648,2795,147
0.853743,0,53248,repair,456,2.25294e+08,2.25271e+08,6618,38,91,88,151,88,0,3723,2747,148
1.09051,1,71680,repair,369,1.9504e+08,1.95036e+08,6301,26,71,71,121,80,0,3669,2492,140
1.11569,0,70656,repair,364,2.04861e+08,2.04842e+08,6440,27,82,76,118,61,0,3731,2568,141
1.3539,1,91136,repair,298,1.81091e+08,1.81022e+08,6103,14,61,59,99,65,0,3611,2383,109
1.37123,0,90112,repair,282,1.95185e+08,1.95113e+08,6322,17,52,47,105,61,0,3693,2496,133
1.6064,1,109568,repair,233,1.68428e+08,1.68361e+08,5752,12,40,36,94,51,0,3267,2381,104
1.62625,0,109568,repair,231,1.64524e+08,1.64507e+08,5841,16,34,45,77,59,0,3449,2274,118
1.87151,1,128000,repair,178,1.54333e+08,1.54269e+08,5631,12,26,33,65,42,0,3314,2218,99
1.87941,0,128000,repair,161,1.65771e+08,1.65722e+08,5862,10,35,27,58,31,0,3489,2281,92
2.12811,1,147456,repair,134,1.31096e+08,1.3108e+08,5263,4,22,25,51,32,0,3173,2001,89
2.13828,0,147456,repair,122,1.40894e+08,1.40852e+08,5439,8,17,26,49,22,0,3273,2083,83
2.38852,1,165888,repair,93,1.23895e+08,1.23893e+08,5062,8,21,13,38,13,0,2994,1983,85
2.3928,0,165888,repair,92,1.15997e+08,1.15997e+08,4923,5,16,11,36,24,0,2949,1899,75
2.64341,0,184320,repair,52,1.22926e+08,1.22911e+08,5053,1,7,9,25,10,0,2998,1971,84
2.64398,1,184320,repair,62,1.13999e+08,1.13947e+08,4955,5,8,8,23,18,0,3038,1838,79
2.90365,0,197632,repair,38,1.0211e+08,1.02074e+08,4757,3,10,6,12,7,0,2998,1688,71
2.9039,1,201728,repair,35,1.0628e+08,1.06277e+08,4801,3,6,6,11,9,0,2948,1769,84
3.16092,1,221184,repair,17,8.79771e+07,8.79299e+07,4394,1,1,5,5,5,0,2752,1581,61
3.1613,0,214016,repair,17,9.71034e+07,9.70893e+07,4582,1,5,5,6,0,0,2825,1689,68
3.41318,1,239616,repair,10,7.46971e+07,7.46971e+07,4090,1,1,3,1,4,0,2621,1419,50
3.41696,0,232448,repair,10,7.91851e+07,7.91559e+07,4217,0,0,3,7,0,0,2693,1463,61
3.67655,0,250880,repair,4,6.82248e+07,6.82101e+07,3961,0,0,0,4,0,0,2588,1316,57
3.67754,1,259072,repair,1,6.71902e+07,6.71902e+07,3915,0,0,0,0,1,0,2553,1314,48
3.93362,1,276480,repair,1,5.38005e+07,5.3766e+07,3540,0,0,0,1,0,0,2364,1136,40
3.93471,0,268288,repair,2,5.652e+07,5.652e+07,3630,0,0,1,0,1,0,2405,1173,52
4.18716,0,284672,repair,1,4.73623e+07,4.73623e+07,3320,0,0,0,0,1,0,2191,1079,50
4.20488,1,292864,repair,1,4.46499e+07,4.46489e+07,3229,0,0,0,1,0,0,2167,1028,34
4.44564,0,300032,windows,0,4.05239e+07,4.05026e+07,3069,0,0,0,0,0,0,2025,999,45
4.46804,1,305152,repair,0,4.05039e+07,4.04739e+07,3066,0,0,0,0,0,0,2043,990,33
4.70525,0,315392,windows,0,3.40172e+07,3.39983e+07,2846,0,0,0,0,0,0,1924,879,43
4.72021,1,318464,windows,0,3.5849e+07,3.58301e+07,2876,0,0,0,0,0,0,1901,942,33
4.96229,0,329728,windows,0,2.79887e+07,2.79633e+07,2585,0,0,0,0,0,0,1772,783,30
4.9892,1,333824,windows,0,2.90886e+07,2.90787e+07,2608,0,0,0,0,0,0,1730,839,39
5.22713,0,345088,windows,0,2.24286e+07,2.24145e+07,2311,0,0,0,0,0,0,1579,705,27
5.24324,1,348160,windows,0,2.39125e+07,2.39042e+07,2400,0,0,0,0,0,0,1649,717,34
5.48506,0,360448,windows,0,1.86597e+07,1.86518e+07,2113,0,0,0,0,0,0,1460,632,21
5.50798,1,363520,windows,0,2.0037e+07,2.00284e+07,2208,0,0,0,0,0,0,1546,635,27
5.73922,0,376832,windows,0,1.57926e+07,1.57739e+07,1966,0,0,0,0,0,0,1390,553,23
5.76718,1,378880,windows,0,1.66401e+07,1.66401e+07,1990,0,0,0,0,0,0,1368,603,19
6.00379,0,393216,windows,0,1.30373e+07,1.30309e+07,1791,0,0,0,0,0,0,1281,491,19
6.02815,1,395264,windows,0,1.3628e+07,1.3628e+07,1800,0,0,0,0,0,0,1232,549,19
6.258,0,407552,windows,0,1.04752e+07,1.04752e+07,1558,0,0,0,0,0,0,1038,504,16
6.28243,1,411648,windows,0,1.08987e+07,1.08927e+07,1610,0,0,0,0,0,0,1109,487,14
6.52572,0,422912,windows,0,8.75996e+06,8.75492e+06,1451,0,0,0,0,0,0,1009,428,14
6.5397,1,427008,windows,0,9.20672e+06,9.20672e+06,1477,0,0,0,0,0,0,1002,457,18
6.78054,0,438272,windows,0,7.32971e+06,7.32971e+06,1341,0,0,0,0,0,0,948,376,17
6.79794,1,443392,windows,0,7.82294e+06,7.8177e+06,1380,0,0,0,0,0,0,979,389,12
7.03885,0,453632,windows,0,6.08318e+06,6.07646e+06,1224,0,0,0,0,0,0,874,336,14
7.05652,1,459776,windows,0,6.5658e+06,6.55849e+06,1261,0,0,0,0,0,0,881,366,14
7.29997,0,467968,windows,0,4.89146e+06,4.88143e+06,1089,0,0,0,0,0,0,772,309,8
7.31335,1,474112,windows,0,5.2389e+06,5.23208e+06,1113,0,0,0,0,0,0,763,341,9
7.56071,0,482304,windows,0,4.01557e+06,4.01537e+06,993,0,0,0,0,0,0,718,268,7
7.57021,1,488448,windows,0,4.31338e+06,4.30768e+06,1027,0,0,0,0,0,0,733,285,9
7.82555,0,497664,windows,0,3.36066e+06,3.35715e+06,910,0,0,0,0,0,0,657,245,8
7.83364,1,504832,windows,0,3.63888e+06,3.63522e+06,948,0,0,0,0,0,0,691,250,7
8.08722,1,519168,windows,0,3.10382e+06,3.10042e+06,876,0,0,0,0,0,0,635,233,8
8.09181,0,513024,windows,0,2.85818e+06,2.85818e+06,836,0,0,0,0,0,0,606,226,4
8.34426,1,534528,windows,0,2.45564e+06,2.45084e+06,771,0,0,0,0,0,0,535,226,10
8.35232,0,528384,windows,0,2.3815e+06,2.37776e+06,769,0,0,0,0,0,0,580,187,2
8.59687,1,549888,windows,0,2.00942e+06,2.00676e+06,700,0,0,0,0,0,0,498,196,6
8.6177,0,543744,windows,0,1.77103e+06,1.76501e+06,656,0,0,0,0,0,0,466,185,5
8.85206,1,566272,windows,0,1.66847e+06,1.66608e+06,636,0,0,0,0,0,0,450,181,5
8.87655,0,560128,windows,0,1.40096e+06,1.40073e+06,587,0,0,0,0,0,0,415,164,8
9.10408,1,580608,windows,0,1.4034e+06,1.4011e+06,587,0,0,0,0,0,0,414,165,8
9.13873,0,576512,windows,0,1.11442e+06,1.11232e+06,528,0,0,0,0,0,0,387,135,6
9.36031,1,594944,windows,0,1.1928e+06,1.18798e+06,546,0,0,0,0,0,0,397,142,7
9.39405,0,591872,windows,0,922760,920365,482,0,0,0,0,0,0,356,120,6
9.61138,1,609280,windows,0,886210,886210,467,0,0,0,0,0,0,334,128,5
9.66285,0,607232,windows,0,665185,665012,408,0,0,0,0,0,0,295,107,6
9.87784,1,624640,windows,0,712975,712975,421,0,0,0,0,0,0,299,115,7
9.92419,0,621568,windows,0,526660,525361,361,0,0,0,0,0,0,260,97,4
10.1342,1,640000,windows,0,602630,598824,386,0,0,0,0,0,0,266,111,9
10.194,0,636928,windows,0,442210,440799,335,0,0,0,0,0,0,242,86,7
