seconds,worker,moves,phase,hard,objective,surrogate,soft,lecturerConflicts,groupConflicts,roomConflicts,groupTravel,lecturerTravel,abstractRoomOverflow,lecturerWindows,groupWindows,mixedOnlineDays
0.0616151,0,0,start,1003,6.56687e+07,6.56622e+07,1932,0,0,0,632,371,0,1341,375,216
0.0639459,1,0,start,987,6.5084e+07,6.50701e+07,1994,0,0,0,631,356,0,1394,370,230
0.31894,1,18432,repair,659,2.62445e+08,2.62445e+08,7016,54,160,112,221,112,0,3848,2982,186
0.321868,0,19456,repair,661,2.68086e+08,2.68081e+08,7064,46,140,140,221,114,0,3878,3024,162
0.5732,0,36864,repair,556,2.33827e+08,2.33807e+08,6793,33,135,93,187,108,0,3878,2746,169
0.58488,1,36864,repair,549,2.36508e+08,2.36484e+08,6775,31,120,98,196,104,0,3799,2798,178
0.826106,0,56320,repair,439,2.25883e+08,2.25809e+08,6631,36,88,86,150,79,0,3736,2751,144
0.841411,1,54272,repair,452,2.28179e+08,2.28119e+08,6632,26,95,75,167,89,0,3701,2777,154
1.08932,0,76800,repair,341,1.92943e+08,1.92925e+08,6249,20,59,78,119,65,0,3616,2495,138
1.09496,1,70656,repair,369,2.00936e+08,2.00917e+08,6355,24,73,67,119,86,0,3663,2552,140
1.34197,0,96256,repair,266,1.87605e+08,1.87605e+08,6194,12,45,42,109,58,0,3622,2447,125
1.35169,1,88064,repair,309,1.81208e+08,1.8119e+08,6095,14,64,58,107,66,0,3595,2388,112
1.60013,0,115712,repair,211,1.63072e+08,1.63052e+08,5734,15,33,29,82,52,0,3341,2301,92
1.60724,1,104448,repair,257,1.59815e+08,1.59811e+08,5688,17,44,39,98,59,0,3308,2271,109
1.85494,0,131072,repair,155,1.59448e+08,1.59387e+08,5819,13,22,34,57,29,0,3527,2196,96
1.86062,1,121856,repair,199,1.56952e+08,1.56907e+08,5653,13,40,37,67,42,0,3277,2258,118
2.11305,0,147456,repair,122,1.40894e+08,1.40852e+08,5439,8,17,26,49,22,0,3273,2083,83
2.12024,1,141312,repair,142,1.56936e+08,1.56917e+08,5640,10,24,21,56,31,0,3278,2263,99
2.37926,0,164864,repair,94,1.15468e+08,1.15415e+08,4897,7,16,12,38,21,0,2915,1905,77
2.38,1,160768,repair,104,1.23805e+08,1.23764e+08,5109,6,19,18,38,23,0,3067,1953,89
2.63082,0,181248,repair,55,1.25061e+08,1.25061e+08,5125,2,7,11,23,12,0,3071,1970,84
2.64068,1,178176,repair,68,1.21407e+08,1.21405e+08,5043,6,14,6,26,16,0,3008,1947,88
2.88841,0,197632,repair,38,1.0211e+08,1.02074e+08,4757,3,10,6,12,7,0,2998,1688,71
2.90516,1,195584,repair,41,1.1123e+08,1.11176e+08,4889,4,7,8,14,8,0,2995,1819,75
3.15252,0,216064,repair,17,9.26718e+07,9.26718e+07,4456,1,5,4,7,0,0,2726,1664,66
3.17055,1,211968,repair,24,9.4526e+07,9.45119e+07,4534,0,4,3,9,8,0,2804,1659,71
3.40603,0,233472,repair,9,7.96343e+07,7.9605e+07,4229,0,0,2,7,0,0,2708,1464,57
3.4216,1,226304,repair,16,8.47137e+07,8.4683e+07,4329,1,3,5,3,4,0,2731,1538,60
3.67571,0,251904,repair,4,6.76886e+07,6.76886e+07,3973,0,0,0,4,0,0,2629,1285,59
3.68749,1,241664,repair,9,7.41977e+07,7.41963e+07,4070,1,1,2,1,4,0,2602,1419,49
3.93817,0,269312,repair,2,5.55644e+07,5.55292e+07,3592,0,0,1,0,1,0,2371,1170,51
3.95381,1,256000,repair,6,6.59433e+07,6.59159e+07,3875,0,0,0,3,3,0,2529,1302,44
4.19681,0,287744,repair,1,4.73623e+07,4.73623e+07,3320,0,0,0,0,1,0,2191,1079,50
4.20407,1,268288,repair,1,5.90965e+07,5.90728e+07,3718,0,0,0,1,0,0,2486,1186,46
4.44804,0,305152,windows,0,3.82241e+07,3.8223e+07,3019,0,0,0,0,0,0,2058,922,39
4.45408,1,282624,repair,1,4.96583e+07,4.96365e+07,3401,0,0,0,1,0,0,2276,1089,36
4.69906,0,320512,windows,0,3.19295e+07,3.19125e+07,2759,0,0,0,0,0,0,1861,853,45
4.70461,1,294912,repair,1,4.399e+07,4.39578e+07,3202,0,0,0,1,0,0,2144,1024,34
4.95735,1,309248,repair,0,4.05039e+07,4.04739e+07,3066,0,0,0,0,0,0,2043,990,33
4.95738,0,333824,windows,0,2.62527e+07,2.62278e+07,2466,0,0,0,0,0,0,1641,799,26
5.21773,0,347136,windows,0,2.1819e+07,2.18183e+07,2288,0,0,0,0,0,0,1581,682,25
5.22271,1,326656,windows,0,3.20191e+07,3.20091e+07,2711,0,0,0,0,0,0,1768,904,39
5.47485,0,361472,windows,0,1.83719e+07,1.83712e+07,2091,0,0,0,0,0,0,1433,636,22
5.48284,1,343040,windows,0,2.5496e+07,2.54951e+07,2456,0,0,0,0,0,0,1657,766,33
5.73759,0,376832,windows,0,1.57926e+07,1.57739e+07,1966,0,0,0,0,0,0,1390,553,23
5.74851,1,360448,windows,0,2.07308e+07,2.07101e+07,2251,0,0,0,0,0,0,1582,640,29
5.99658,0,390144,windows,0,1.3634e+07,1.3627e+07,1822,0,0,0,0,0,0,1280,521,21
6.00481,1,376832,windows,0,1.713e+07,1.71109e+07,2025,0,0,0,0,0,0,1398,606,21
6.2539,0,403456,windows,0,1.11311e+07,1.11207e+07,1607,0,0,0,0,0,0,1071,519,17
6.25692,1,393216,windows,0,1.4251e+07,1.42447e+07,1834,0,0,0,0,0,0,1250,567,17
6.5093,0,416768,windows,0,9.40997e+06,9.40947e+06,1503,0,0,0,0,0,0,1038,448,17
6.51304,1,409600,windows,0,1.11895e+07,1.11895e+07,1650,0,0,0,0,0,0,1163,470,17
6.76617,1,425984,windows,0,9.30445e+06,9.30445e+06,1484,0,0,0,0,0,0,1012,457,15
6.76649,0,430080,windows,0,7.97798e+06,7.96951e+06,1389,0,0,0,0,0,0,972,403,14
7.0166,1,442368,windows,0,7.8923e+06,7.87936e+06,1388,0,0,0,0,0,0,994,384,10
7.0172,0,443392,windows,0,6.8157e+06,6.80786e+06,1291,0,0,0,0,0,0,907,367,17
7.26933,1,458752,windows,0,6.66348e+06,6.65857e+06,1276,0,0,0,0,0,0,905,358,13
7.26983,0,456704,windows,0,5.89813e+06,5.89114e+06,1191,0,0,0,0,0,0,830,350,11
7.52864,1,475136,windows,0,5.16456e+06,5.15776e+06,1104,0,0,0,0,0,0,755,340,9
7.53187,0,470016,windows,0,4.72478e+06,4.71472e+06,1072,0,0,0,0,0,0,763,301,8
7.78392,0,483328,windows,0,3.9553e+06,3.94984e+06,987,0,0,0,0,0,0,717,263,7
7.79125,1,491520,windows,0,4.19354e+06,4.18781e+06,1015,0,0,0,0,0,0,732,275,8
8.04592,0,497664,windows,0,3.36066e+06,3.35715e+06,910,0,0,0,0,0,0,657,245,8
8.04868,1,508928,windows,0,3.44828e+06,3.44334e+06,927,0,0,0,0,0,0,683,236,8
8.30171,0,512000,windows,0,2.85915e+06,2.85595e+06,839,0,0,0,0,0,0,612,222,5
8.31054,1,525312,windows,0,2.92426e+06,2.92426e+06,851,0,0,0,0,0,0,621,223,7
8.56013,0,526336,windows,0,2.47508e+06,2.47508e+06,780,0,0,0,0,0,0,576,202,2
8.57216,1,541696,windows,0,2.22878e+06,2.22861e+06,736,0,0,0,0,0,0,522,208,6
8.81999,0,540672,windows,0,1.8862e+06,1.88391e+06,667,0,0,0,0,0,0,459,204,4
8.83485,1,558080,windows,0,1.8164e+06,1.81377e+06,670,0,0,0,0,0,0,480,182,8
9.07158,0,557056,windows,0,1.47517e+06,1.47283e+06,602,0,0,0,0,0,0,428,167,7
9.09058,1,575488,windows,0,1.4826e+06,1.48047e+06,602,0,0,0,0,0,0,425,170,7
9.3373,0,574464,windows,0,1.13968e+06,1.1376e+06,531,0,0,0,0,0,0,382,143,6
9.34389,1,591872,windows,0,1.23362e+06,1.23362e+06,554,0,0,0,0,0,0,403,145,6
9.58852,0,590848,windows,0,922760,920365,482,0,0,0,0,0,0,356,120,6
9.60599,1,608256,windows,0,906595,906595,472,0,0,0,0,0,0,337,130,5
9.85895,1,623616,windows,0,724295,724295,423,0,0,0,0,0,0,303,115,5
9.86016,0,607232,windows,0,665185,665012,408,0,0,0,0,0,0,295,107,6
10.1133,1,640000,windows,0,602630,598824,386,0,0,0,0,0,0,266,111,9
10.1176,0,623616,windows,0,516680,513516,359,0,0,0,0,0,0,262,93,4
10.3657,1,656384,windows,0,503555,503352,354,0,0,0,0,0,0,249,98,7
10.3719,0,640000,windows,0,421165,419799,327,0,0,0,0,0,0,239,82,6
10.6226,0,655360,windows,0,352270,351171,299,0,0,0,0,0,0,220,74,5
10.6285,1,672768,windows,0,382600,380905,307,0,0,0,0,0,0,218,85,4
10.8822,0,670720,windows,0,267595,266158,258,0,0,0,0,0,0,187,68,3
