seconds,worker,moves,phase,hard,objective,surrogate,soft,lecturerConflicts,groupConflicts,roomConflicts,groupTravel,lecturerTravel,abstractRoomOverflow,lecturerWindows,groupWindows,mixedOnlineDays
0.0589846,1,0,start,987,6.5084e+07,6.50701e+07,1994,0,0,0,631,356,0,1394,370,230
0.0679944,0,0,start,1003,6.56687e+07,6.56622e+07,1932,0,0,0,632,371,0,1341,375,216
0.317516,1,21504,repair,635,2.70226e+08,2.70159e+08,6995,54,147,116,198,120,0,3731,3092,172
0.333387,0,18432,repair,670,2.68825e+08,2.68825e+08,7089,42,136,156,221,115,0,3918,3017,154
0.576065,1,41984,repair,513,2.38612e+08,2.38532e+08,6718,38,103,106,173,93,0,3709,2860,149
0.595697,0,35840,repair,559,2.38623e+08,2.38548e+08,6847,31,126,95,198,109,0,3887,2784,176
0.838417,1,59392,repair,428,2.24814e+08,2.24759e+08,6549,22,96,85,140,85,0,3641,2775,133
0.851174,0,52224,repair,467,2.15603e+08,2.15603e+08,6521,33,92,90,158,94,0,3719,2656,146
1.10824,0,66560,repair,381,2.13318e+08,2.13299e+08,6570,37,75,79,133,57,0,3813,2617,140
1.10997,1,73728,repair,358,1.96309e+08,1.96254e+08,6297,28,74,58,120,78,0,3640,2516,141
1.36316,0,81920,repair,330,1.78317e+08,1.78266e+08,6074,16,62,55,132,65,0,3580,2356,138
1.37687,1,90112,repair,298,1.81091e+08,1.81022e+08,6103,14,61,59,99,65,0,3611,2383,109
1.61319,0,101376,repair,257,1.74057e+08,1.73989e+08,5984,16,47,41,94,59,0,3522,2346,116
1.64064,1,107520,repair,240,1.67587e+08,1.67537e+08,5795,10,39,36,102,53,0,3345,2343,107
1.87438,0,120832,repair,199,1.55213e+08,1.5521e+08,5622,11,31,34,77,46,0,3288,2235,99
1.89924,1,123904,repair,199,1.56952e+08,1.56907e+08,5653,13,40,37,67,42,0,3277,2258,118
2.13099,0,139264,repair,135,1.48817e+08,1.48817e+08,5589,6,30,24,52,23,0,3361,2141,87
2.15502,1,140288,repair,142,1.56936e+08,1.56917e+08,5640,10,24,21,56,31,0,3278,2263,99
2.38418,0,156672,repair,111,1.19667e+08,1.19626e+08,5050,7,24,20,37,23,0,3079,1895,76
2.41849,1,156672,repair,111,1.26831e+08,1.26831e+08,5146,8,22,16,47,18,0,3069,1990,87
2.6444,0,175104,repair,72,1.17637e+08,1.17597e+08,4979,3,11,10,28,20,0,2996,1903,80
2.68273,1,173056,repair,79,1.20816e+08,1.20814e+08,5070,6,15,13,26,19,0,3064,1917,89
2.90532,0,194560,repair,39,1.12347e+08,1.1231e+08,4837,3,9,10,10,7,0,2885,1878,74
2.93505,1,187392,repair,60,1.09582e+08,1.09531e+08,4875,4,11,5,26,14,0,3002,1792,81
3.15661,0,210944,repair,19,1.00021e+08,9.99849e+07,4629,1,4,7,7,0,0,2842,1725,62
3.19875,1,201728,repair,35,1.0628e+08,1.06277e+08,4801,3,6,6,11,9,0,2948,1769,84
3.41455,0,231424,repair,11,7.9482e+07,7.94667e+07,4223,0,1,3,7,0,0,2693,1468,62
3.45924,1,218112,repair,19,9.07746e+07,9.07589e+07,4442,0,2,6,5,6,0,2758,1622,62
3.67753,0,250880,repair,4,6.82248e+07,6.82101e+07,3961,0,0,0,4,0,0,2588,1316,57
3.71108,1,232448,repair,14,7.87093e+07,7.86647e+07,4186,1,1,3,4,5,0,2651,1474,61
3.93712,0,269312,repair,2,5.55644e+07,5.55292e+07,3592,0,0,1,0,1,0,2371,1170,51
3.96895,1,247808,repair,7,7.04167e+07,7.03763e+07,3948,1,0,2,1,3,0,2512,1393,43
4.19726,0,287744,repair,1,4.73623e+07,4.73623e+07,3320,0,0,0,0,1,0,2191,1079,50
4.23069,1,263168,repair,1,6.37586e+07,6.3734e+07,3862,0,0,0,1,0,0,2586,1230,46
4.44952,0,304128,windows,0,3.85764e+07,3.85752e+07,3033,0,0,0,0,0,0,2066,927,40
4.4952,1,278528,repair,1,5.21513e+07,5.21398e+07,3473,0,0,0,1,0,0,2299,1133,41
4.7006,0,319488,windows,0,3.23073e+07,3.229e+07,2770,0,0,0,0,0,0,1861,864,45
4.75054,1,292864,repair,1,4.46499e+07,4.46489e+07,3229,0,0,0,1,0,0,2167,1028,34
4.96889,0,335872,windows,0,2.52909e+07,2.52752e+07,2422,0,0,0,0,0,0,1613,783,26
5.01317,1,308224,repair,0,4.05039e+07,4.04739e+07,3066,0,0,0,0,0,0,2043,990,33
5.23394,0,352256,windows,0,2.04611e+07,2.04611e+07,2201,0,0,0,0,0,0,1502,677,22
5.2765,1,322560,windows,0,3.39425e+07,3.39425e+07,2808,0,0,0,0,0,0,1854,914,40
5.49144,0,368640,windows,0,1.71166e+07,1.71159e+07,2043,0,0,0,0,0,0,1437,582,24
5.5435,1,336896,windows,0,2.791e+07,2.78851e+07,2547,0,0,0,0,0,0,1687,826,34
5.75125,0,386048,windows,0,1.42511e+07,1.42511e+07,1851,0,0,0,0,0,0,1285,547,19
5.79353,1,353280,windows,0,2.26555e+07,2.26407e+07,2330,0,0,0,0,0,0,1602,700,28
6.00184,0,401408,windows,0,1.14436e+07,1.14436e+07,1634,0,0,0,0,0,0,1096,521,17
6.04613,1,369664,windows,0,1.86666e+07,1.8666e+07,2112,0,0,0,0,0,0,1457,634,21
6.26048,0,417792,windows,0,9.33669e+06,9.33669e+06,1497,0,0,0,0,0,0,1038,444,15
6.31107,1,387072,windows,0,1.56468e+07,1.56351e+07,1924,0,0,0,0,0,0,1321,588,15
6.52803,0,434176,windows,0,7.65966e+06,7.65966e+06,1352,0,0,0,0,0,0,930,408,14
6.57742,1,404480,windows,0,1.20183e+07,1.20177e+07,1694,0,0,0,0,0,0,1165,511,18
